,0,1
529,Long-billed Curlew,"[{'images': ['https://images.unsplash.com/photo-1597245622837-6b621ab514e0', 'https://images.unsplash.com/photo-1629493502278-48065bb4f6d8', 'https://images.unsplash.com/photo-1616954710512-1af25dc47e22'], 'lengthMin': '50', 'lengthMax': '65', 'name': 'Long-billed Curlew', 'wingspanMin': '62', 'id': 146, 'wingspanMax': '89', 'sciName': 'Numenius americanus', 'region': ['North America'], 'family': 'Scolopacidae', 'order': 'Charadriiformes', 'status': 'Low Concern', 'recordings': [{'date': '2016-04-17', 'loc': 'Willow Creek Rec Area, Liberty County, Montana', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'rmk': 'Recording Amplified.', 'ssp': '', 'gen': 'Numenius', 'rec': 'Thomas Magarian', 'file': 'https://xeno-canto.org/347630/download', 'uploaded': '2016-12-23', 'playback-used': 'no', 'id': '347630', 'sp': 'americanus', 'lat': '48.4043', 'lng': '-111.2368', 'bird-seen': 'yes', 'alt': '900', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347630-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347630-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347630-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347630-full.png'}, 'length': '0:10', 'en': 'Long-billed Curlew', 'also': [''], 'url': '//xeno-canto.org/347630', 'q': 'no score', 'time': '15:41', 'file-name': 'XC347630-LBCU_04-17-2016_Lothair_MT_1541.mp3'}, {'date': '2015-05-30', 'loc': 'Kevin Rim, Toole County, Montana', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'gen': 'Numenius', 'rmk': 'Recording amplified.', 'ssp': '', 'rec': 'Thomas Magarian', 'file': 'https://xeno-canto.org/347637/download', 'playback-used': 'no', 'uploaded': '2016-12-23', 'id': '347637', 'sp': 'americanus', 'lat': '48.784', 'lng': '-112.0507', 'bird-seen': 'yes', 'length': '0:17', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347637-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347637-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347637-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347637-full.png'}, 'alt': '1200', 'en': 'Long-billed Curlew', 'also': ['Eremophila alpestris', 'Pooecetes gramineus', 'Sturnella neglecta'], 'url': '//xeno-canto.org/347637', 'q': 'no score', 'file-name': 'XC347637-LBCU_HOLA_VESP_WEME_05-30-2015_Kevin_Rim_1026.mp3', 'time': '10:26'}, {'date': '2015-05-30', 'loc': 'Kevin Rim, Toole County, Montana', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'ssp': '', 'rmk': 'Recording amplified.', 'gen': 'Numenius', 'rec': 'Thomas Magarian', 'file': 'https://xeno-canto.org/347639/download', 'uploaded': '2016-12-23', 'playback-used': 'no', 'id': '347639', 'sp': 'americanus', 'lat': '48.784', 'lng': '-112.0507', 'bird-seen': 'yes', 'length': '0:16', 'cnt': 'United States', 'alt': '1200', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347639-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347639-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347639-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC347639-full.png'}, 'en': 'Long-billed Curlew', 'also': ['Sturnella neglecta', 'Pooecetes gramineus', 'Salpinctes obsoletus'], 'url': '//xeno-canto.org/347639', 'q': 'no score', 'file-name': 'XC347639-LBCU_WEME_VESP_ROWR_05-30-2015_Kevin_Rim_1043.mp3', 'time': '10:43'}, {'date': '2017-05-30', 'loc': 'Ethridge, Toole County, Montana', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'alarm call, call', 'rmk': 'Recording amplified. High pass filter 6db.', 'gen': 'Numenius', 'rec': 'Thomas Magarian', 'ssp': '', 'file': 'https://xeno-canto.org/386110/download', 'uploaded': '2017-09-13', 'playback-used': 'no', 'id': '386110', 'sp': 'americanus', 'lat': '48.5309', 'lng': '-112.1172', 'bird-seen': 'yes', 'cnt': 'United States', 'alt': '1100', 'length': '0:19', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC386110-small.png', 'large': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC386110-large.png', 'med': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC386110-med.png', 'full': '//xeno-canto.org/sounds/uploaded/GVVNEJJEGA/ffts/XC386110-full.png'}, 'en': 'Long-billed Curlew', 'also': [''], 'url': '//xeno-canto.org/386110', 'q': 'no score', 'file-name': 'XC386110-LBCU_2017-05-30_Marias_Valley_WMA_Ethridge_MT_1939(2).mp3', 'time': '19:39'}, {'date': '2018-10-29', 'loc': 'J Street Marina, Chula Vista, San Diego Co, California', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'flight call', 'gen': 'Numenius', 'ssp': '', 'rec': 'Paul Marvin', 'rmk': 'one flew over', 'file': 'https://xeno-canto.org/448941/download', 'playback-used': 'no', 'uploaded': '2019-01-06', 'id': '448941', 'sp': 'americanus', 'lat': '32.6185', 'lng': '-117.1029', 'bird-seen': 'yes', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC448941-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC448941-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC448941-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC448941-full.png'}, 'length': '0:24', 'alt': '0', 'en': 'Long-billed Curlew', 'also': [''], 'url': '//xeno-canto.org/448941', 'q': 'A', 'time': '07:21', 'file-name': 'XC448941-Long-billed Curlew flt -CA, J Street Marina, October 29, 2018, 0721 AM.mp3'}, {'date': '2019-06-13', 'loc': 'Wet Mdw, ONeil Rd, Elko County, Nevada', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'call', 'rmk': ""Didn't see the bird making this odd call but most certainly LB Curlew. Call strongly resembles the long intro note of the song but, in this case, all on one steady pitch (which is odd) and NOT leading into song.\r\n\r\nDon't see an example of this in Pieplow 2019"", 'gen': 'Numenius', 'ssp': '', 'rec': 'Ed Pandolfino', 'file': 'https://xeno-canto.org/482261/download', 'uploaded': '2019-06-19', 'playback-used': 'no', 'id': '482261', 'sp': 'americanus', 'lat': '41.6839', 'lng': '-115.0812', 'bird-seen': 'no', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FVNPWGEQCT/ffts/XC482261-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FVNPWGEQCT/ffts/XC482261-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FVNPWGEQCT/ffts/XC482261-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FVNPWGEQCT/ffts/XC482261-full.png'}, 'length': '0:23', 'alt': '1800', 'en': 'Long-billed Curlew', 'also': [''], 'url': '//xeno-canto.org/482261', 'q': 'A', 'file-name': 'XC482261-LBCUodd_WetMdw_ONeilRd_6-13-19_0601.mp3', 'time': '06:01'}, {'date': '2019-07-17', 'loc': 'J Street Marina, Chula Vista, San Diego Co, California', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'flight call', 'gen': 'Numenius', 'rmk': 'called at takeoff', 'ssp': '', 'rec': 'Paul Marvin', 'file': 'https://xeno-canto.org/488168/download', 'playback-used': 'no', 'uploaded': '2019-07-19', 'id': '488168', 'sp': 'americanus', 'lat': '32.6185', 'lng': '-117.1029', 'bird-seen': 'yes', 'cnt': 'United States', 'length': '0:06', 'alt': '0', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC488168-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC488168-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC488168-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RFTXRYBVBX/ffts/XC488168-full.png'}, 'en': 'Long-billed Curlew', 'also': [''], 'url': '//xeno-canto.org/488168', 'q': 'A', 'file-name': 'XC488168-Long-billed Curlew flt, takeoff -CA, J Street Marina, July 17, 2019, 0635 AM.mp3', 'time': '06:35'}, {'date': '2015-06-23', 'loc': 'Bitter Creek Wilderness Study Area, Valley County, Montana', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'nesting pair, song', 'gen': 'Numenius', 'rmk': 'Field Number: MT2015 JRS 28; agitated vocalizations of a nearby nesting pair; short grass prairie', 'rec': 'Jacob Saucier', 'ssp': '', 'file': 'https://xeno-canto.org/500426/download', 'playback-used': 'no', 'uploaded': '2019-10-02', 'id': '500426', 'sp': 'americanus', 'lat': '48.6173', 'lng': '-106.7739', 'bird-seen': 'yes', 'cnt': 'United States', 'length': '0:21', 'alt': '900', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500426-small.png', 'large': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500426-large.png', 'med': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500426-med.png', 'full': '//xeno-canto.org/sounds/uploaded/XSAURLRZQM/ffts/XC500426-full.png'}, 'en': 'Long-billed Curlew', 'also': [''], 'url': '//xeno-canto.org/500426', 'q': 'A', 'time': '?', 'file-name': 'XC500426-MT2015 JRS 28_a_xc.mp3'}, {'date': '2021-03-27', 'loc': 'Road 16 NE, Grant County, Washington', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, call, sex uncertain', 'ssp': '', 'gen': 'Numenius', 'rec': 'Bruce Lagerquist', 'rmk': 'Bird lifting off ground, most likely a female, but not sure. Single repeated note is male bird in display flight. Both birds in agricultural field.', 'file': 'https://xeno-canto.org/636978/download', 'uploaded': '2021-04-08', 'playback-used': 'no', 'id': '636978', 'sp': 'americanus', 'lat': '47.3243', 'lng': '-119.2893', 'bird-seen': 'yes', 'length': '0:09', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC636978-small.png', 'large': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC636978-large.png', 'med': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC636978-med.png', 'full': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC636978-full.png'}, 'cnt': 'United States', 'alt': '400', 'en': 'Long-billed Curlew', 'also': [''], 'url': '//xeno-canto.org/636978', 'q': 'A', 'time': '15:39', 'file-name': 'XC636978-032721 1539 Long Billed-Curlew.mp3'}, {'date': '2021-03-27', 'loc': 'Road 16 NE, Grant County, Washington', 'birdId': 146, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'adult, display call, sex uncertain', 'rmk': 'Most likely a male bird, he was flying around in circles giving this display call. There were two other birds in the air and one predominantly sitting on the ground which I would presume was the female. Location was an agricultural field in open dry country', 'gen': 'Numenius', 'ssp': '', 'rec': 'Bruce Lagerquist', 'file': 'https://xeno-canto.org/636979/download', 'uploaded': '2021-04-08', 'playback-used': 'no', 'id': '636979', 'sp': 'americanus', 'lat': '47.3243', 'lng': '-119.2893', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC636979-small.png', 'large': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC636979-large.png', 'med': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC636979-med.png', 'full': '//xeno-canto.org/sounds/uploaded/JHFICMRVUX/ffts/XC636979-full.png'}, 'alt': '400', 'length': '0:21', 'cnt': 'United States', 'en': 'Long-billed Curlew', 'also': [''], 'url': '//xeno-canto.org/636979', 'q': 'A', 'file-name': 'XC636979-032721 1543 Long-billed Curlew.mp3', 'time': '15:43'}]}]"
530,Long-billed Dowitcher,[]
531,Long-billed Gnatwren,[]
532,Long-crested Eagle,[]
533,Long-tailed Cormorant,[]
534,Long-tailed Duck,"[{'images': ['https://images.unsplash.com/photo-1643032683525-3bc8cfe066bb', 'https://images.unsplash.com/photo-1641994843735-e961df61ae30', 'https://images.unsplash.com/photo-1645659453827-39d9b382faee'], 'lengthMin': '40', 'lengthMax': '47', 'name': 'Long-tailed Duck', 'wingspanMin': '71', 'id': 39, 'wingspanMax': '72', 'sciName': 'Clangula hyemalis', 'region': ['North America', 'Western Europe'], 'family': 'Anatidae', 'order': 'Anseriformes', 'status': 'Common Bird in Steep Decline'}]"
535,Long-tailed Jaeger,[]
536,Long-tailed Manakin,[]
537,Long-toed Lapwing,[]
538,Loten's Sunbird,[]
539,Louisiana Waterthrush,[]
540,Lucy's Warbler,[]
541,LÃ¼hder's Bushshrike,[]
542,MacGillivray's Warbler,[]
543,Mackinnon's Shrike,[]
544,Madagascar Bee-eater,[]
545,Magenta Petrel,[]
546,Magnolia Warbler,"[{'images': ['https://images.unsplash.com/photo-1618083632951-ff61cd6daaf3', 'https://images.unsplash.com/photo-1618082335434-58c2de902519', 'https://images.unsplash.com/photo-1652101724757-2a9c45b969e2'], 'lengthMin': '11', 'lengthMax': '13', 'name': 'Magnolia Warbler', 'wingspanMin': '16', 'id': 599, 'wingspanMax': '20', 'sciName': 'Setophaga magnolia', 'region': ['North America'], 'family': 'Parulidae', 'order': 'Passeriformes', 'status': 'Low Concern', 'recordings': [{'date': '2012-05-12', 'loc': 'Wildcat Mountain WMA, Morris Co, NJ', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'song', 'rec': 'Daniel Lane', 'ssp': '', 'gen': 'Setophaga', 'rmk': 'Natural song from adult male perched about 3m up in small hickory near spruces around old homestead ', 'file': 'https://xeno-canto.org/101639/download', 'playback-used': 'unknown', 'uploaded': '2012-05-22', 'id': '101639', 'sp': 'magnolia', 'lat': '40.965', 'lng': '-74.479', 'bird-seen': 'unknown', 'length': '0:22', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC101639-small.png', 'large': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC101639-large.png', 'med': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC101639-med.png', 'full': '//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/ffts/XC101639-full.png'}, 'alt': '280', 'en': 'Magnolia Warbler', 'also': ['Dumetella carolinensis'], 'url': '//xeno-canto.org/101639', 'q': 'A', 'file-name': 'Dendroica magnolia120512_T396.mp3', 'time': '10:05'}, {'date': '2013-05-27', 'loc': 'Roan Mountain State Park, Pisgah National Forest, North Carolina', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'song', 'rmk': 'Singing from stand of Fraser Fir. After playback of XC135637 img:http://www.flickr.com/photos/madbir', 'rec': 'Mike Nelson', 'ssp': '', 'gen': 'Setophaga', 'file': 'https://xeno-canto.org/135639/download', 'playback-used': 'yes', 'uploaded': '2013-05-30', 'id': '135639', 'sp': 'magnolia', 'lat': '36.0941', 'lng': '-82.1423', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135639-small.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135639-large.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135639-med.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135639-full.png'}, 'alt': '1900', 'cnt': 'United States', 'length': '0:12', 'en': 'Magnolia Warbler', 'also': [''], 'url': '//xeno-canto.org/135639', 'q': 'A', 'time': '12:00', 'file-name': 'XC135639-Magnolia Warbler1303.mp3'}, {'date': '2013-05-27', 'loc': 'Roan Mountain State Park, Pisgah National Forest, North Carolina', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'song', 'gen': 'Setophaga', 'rec': 'Mike Nelson', 'ssp': '', 'rmk': 'Singing from stand of Fraser Fir. After playback of XC135637 img:http://www.flickr.com/photos/madbir', 'file': 'https://xeno-canto.org/135641/download', 'uploaded': '2013-05-30', 'playback-used': 'yes', 'id': '135641', 'sp': 'magnolia', 'lat': '36.0941', 'lng': '-82.1423', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135641-small.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135641-large.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135641-med.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135641-full.png'}, 'alt': '1900', 'cnt': 'United States', 'length': '0:15', 'en': 'Magnolia Warbler', 'also': [''], 'url': '//xeno-canto.org/135641', 'q': 'A', 'time': '12:00', 'file-name': 'XC135641-Magnolia Warbler1304.mp3'}, {'date': '2013-05-27', 'loc': 'Roan Mountain State Park, Pisgah National Forest, North Carolina', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'alarm call, song', 'rec': 'Mike Nelson', 'ssp': '', 'gen': 'Setophaga', 'rmk': 'Singing from stand of Fraser Fir. After playback of XC135637 img:http://www.flickr.com/photos/madbir', 'file': 'https://xeno-canto.org/135642/download', 'uploaded': '2013-05-30', 'playback-used': 'yes', 'id': '135642', 'sp': 'magnolia', 'lat': '36.0941', 'lng': '-82.1423', 'bird-seen': 'yes', 'alt': '1900', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135642-small.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135642-large.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135642-med.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135642-full.png'}, 'length': '0:22', 'cnt': 'United States', 'en': 'Magnolia Warbler', 'also': [''], 'url': '//xeno-canto.org/135642', 'q': 'A', 'time': '12:00', 'file-name': 'XC135642-Magnolia Warbler1305.mp3'}, {'date': '2013-05-27', 'loc': 'Roan Mountain State Park, Pisgah National Forest, North Carolina', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'call, song', 'ssp': '', 'gen': 'Setophaga', 'rmk': 'Singing from stand of Fraser Fir. After playback of XC135637 img:http://www.flickr.com/photos/madbir', 'rec': 'Mike Nelson', 'file': 'https://xeno-canto.org/135644/download', 'uploaded': '2013-05-30', 'playback-used': 'yes', 'id': '135644', 'sp': 'magnolia', 'lat': '36.0941', 'lng': '-82.1423', 'bird-seen': 'yes', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135644-small.png', 'large': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135644-large.png', 'med': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135644-med.png', 'full': '//xeno-canto.org/sounds/uploaded/PWDLINYMKL/ffts/XC135644-full.png'}, 'alt': '1900', 'length': '0:07', 'cnt': 'United States', 'en': 'Magnolia Warbler', 'also': ['Sitta canadensis'], 'url': '//xeno-canto.org/135644', 'q': 'A', 'file-name': 'XC135644-Magnolia Warbler1307.mp3', 'time': '12:00'}, {'date': '2013-07-17', 'loc': 'Nesowadnehunk Tote Road (south of Nesowadnehunk Field), Baxter State P', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-sa/3.0/', 'type': 'alarm call, male', 'rec': 'Paul Driver', 'gen': 'Setophaga', 'ssp': '', 'rmk': '', 'file': 'https://xeno-canto.org/144682/download', 'playback-used': 'no', 'uploaded': '2013-08-11', 'id': '144682', 'sp': 'magnolia', 'lat': '46.07', 'lng': '-69.0787', 'bird-seen': 'yes', 'alt': '420', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC144682-small.png', 'large': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC144682-large.png', 'med': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC144682-med.png', 'full': '//xeno-canto.org/sounds/uploaded/FSCGENVPXK/ffts/XC144682-full.png'}, 'cnt': 'United States', 'length': '0:25', 'en': 'Magnolia Warbler', 'also': [''], 'url': '//xeno-canto.org/144682', 'q': 'A', 'file-name': 'XC144682-MAGNOLIA WARBLER call Baxter SP ME 07172013 6.37am.mp3', 'time': '06:37'}, {'date': '2016-05-06', 'loc': 'Oxford, Lafayette County, Mississippi', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'rmk': 'Natural sound. First spring male. Bird was moving around the lower branches of understory trees in t', 'rec': 'J.R. Rigby', 'ssp': '', 'gen': 'Setophaga', 'file': 'https://xeno-canto.org/315315/download', 'playback-used': 'no', 'uploaded': '2016-05-07', 'id': '315315', 'sp': 'magnolia', 'lat': '34.3665', 'lng': '-89.5192', 'bird-seen': 'yes', 'length': '0:23', 'alt': '160', 'cnt': 'United States', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/RSRUUVOCGA/ffts/XC315315-small.png', 'large': '//xeno-canto.org/sounds/uploaded/RSRUUVOCGA/ffts/XC315315-large.png', 'med': '//xeno-canto.org/sounds/uploaded/RSRUUVOCGA/ffts/XC315315-med.png', 'full': '//xeno-canto.org/sounds/uploaded/RSRUUVOCGA/ffts/XC315315-full.png'}, 'en': 'Magnolia Warbler', 'also': ['Cardinalis cardinalis', 'Myiarchus crinitus', 'Corvus brachyrhynchos', 'Vireo olivaceus', 'Baeolophus bicolor'], 'url': '//xeno-canto.org/315315', 'q': 'A', 'file-name': 'XC315315-BA_JRR_AMRE_2016_05_06_0915_RowanOak_LafayetteCo_MS.mp3', 'time': '09:00'}, {'date': '2016-05-31', 'loc': 'Hammond Hill State Forest, Tompkins County, New York', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'male, song', 'rec': 'Lance A. M. Benner', 'rmk': 'Recorded in an upland area with a mixed hardwood/coniferous forest.  Recorded when it was above us.\r', 'gen': 'Setophaga', 'ssp': '', 'file': 'https://xeno-canto.org/320176/download', 'playback-used': 'no', 'uploaded': '2016-06-06', 'id': '320176', 'sp': 'magnolia', 'lat': '42.4421', 'lng': '-76.2915', 'bird-seen': 'no', 'alt': '600', 'length': '0:25', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/MDZVOPUOXU/ffts/XC320176-small.png', 'large': '//xeno-canto.org/sounds/uploaded/MDZVOPUOXU/ffts/XC320176-large.png', 'med': '//xeno-canto.org/sounds/uploaded/MDZVOPUOXU/ffts/XC320176-med.png', 'full': '//xeno-canto.org/sounds/uploaded/MDZVOPUOXU/ffts/XC320176-full.png'}, 'cnt': 'United States', 'en': 'Magnolia Warbler', 'also': ['Junco hyemalis', 'Seiurus aurocapilla', 'Setophaga fusca'], 'url': '//xeno-canto.org/320176', 'q': 'A', 'time': '11:29', 'file-name': 'XC320176-160531_16.magnolia.warbler.lance.benner.mp3'}, {'date': '2017-06-08', 'loc': 'McLellan Park (near  Milbridge), Washington County, Maine', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-sa/4.0/', 'type': 'song', 'gen': 'Setophaga', 'ssp': '', 'rmk': 'Natural vocalization from a wooded area up in a tree.', 'rec': 'Sue Riffe', 'file': 'https://xeno-canto.org/382124/download', 'uploaded': '2017-08-05', 'playback-used': 'no', 'id': '382124', 'sp': 'magnolia', 'lat': '44.4856', 'lng': '-67.8581', 'bird-seen': 'no', 'cnt': 'United States', 'alt': '10', 'length': '0:10', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC382124-small.png', 'large': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC382124-large.png', 'med': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC382124-med.png', 'full': '//xeno-canto.org/sounds/uploaded/PVQOLRXXWL/ffts/XC382124-full.png'}, 'en': 'Magnolia Warbler', 'also': ['Setophaga virens'], 'url': '//xeno-canto.org/382124', 'q': 'A', 'file-name': 'XC382124-Magnolia Warbler 6.8.17 McLellan Park Milbridge ME 8.52 .10 _0617.mp3', 'time': '8:52'}, {'date': '2010-05-04', 'loc': 'Day Creek Campground, Pocohantas Co., West Virginia', 'birdId': 599, 'lic': '//creativecommons.org/licenses/by-nc-nd/2.5/', 'type': 'Song', 'rec': 'Tayler Brooks', 'ssp': '', 'rmk': '', 'gen': 'Setophaga', 'file': 'https://xeno-canto.org/59116/download', 'playback-used': 'unknown', 'uploaded': '2010-08-04', 'id': '59116', 'sp': 'magnolia', 'lat': None, 'lng': None, 'bird-seen': 'unknown', 'cnt': 'United States', 'alt': '1011', 'length': '0:23', 'sono': {'small': '//xeno-canto.org/sounds/uploaded/ARFGONJCBJ/ffts/XC59116-small.png', 'large': '//xeno-canto.org/sounds/uploaded/ARFGONJCBJ/ffts/XC59116-large.png', 'med': '//xeno-canto.org/sounds/uploaded/ARFGONJCBJ/ffts/XC59116-med.png', 'full': '//xeno-canto.org/sounds/uploaded/ARFGONJCBJ/ffts/XC59116-full.png'}, 'en': 'Magnolia Warbler', 'also': ['Turdus migratorius', 'Setophaga fusca', 'Regulus satrapa'], 'url': '//xeno-canto.org/59116', 'q': 'A', 'time': '9:00', 'file-name': 'MAWAs5-4-2010-U.mp3'}]}]"
